Facility_ID,Facility_Name,Address,City,State,County_Name,ZIP_Code,Phone_Number,Pct_Catheter_Associated_Urinary_Tract_Infections,Pct_Central_Line_Associated_Bloodstream_Infections,Pct_Clostridium_Difficile_CDiff_Infections,Pct_MRSA_Bacteremia_Infections,Pct_Abdominal_Hysterectomy_Infections,Pct_SSI_Colon_Surgery_Infections,Pct_Hospital_Acquired_Infections,Catheter_Associated_Urinary_Tract_Infections_Numerator,Catheter_Associated_Urinary_Tract_Infections_Denominator,Central_Line_Associated_Bloodstream_Infection_Numerator,Central_Line_Associated_Bloodstream_Infection_Denominator,Clostridium_Difficile_CDiff_Numerator,Clostridium_Difficile_CDiff_Denominator,MRSA_Bacteremia_Numerator,MRSA_Bacteremia_Denominator,SSI_Abdominal_Hysterectomy_Numerator,SSI_Abdominal_Hysterectomy_Denominator,SSI_Colon_Surgery_Numerator,SSI_Colon_Surgery_Denominator,Total_Numerator,Total_Denominator
50300,ST MARY MEDICAL CENTER,18300 HIGHWAY 18,APPLE VALLEY,CA,San Bernardino,92307,(760) 242-2311,0.03%,0.22%,0.04%,0.00%,0.00%,1.90%,0.03%,2,5888,12,5501,21,58976,3,62887,0,13,2,105,40,133370
50298,BARSTOW COMMUNITY HOSPITAL,820 E MOUNTAIN VIEW STREET,BARSTOW,CA,San Bernardino,92311,(760) 256-1761,0.00%,0.25%,0.03%,0.00%,0.00%,0.00%,0.03%,0,1749,3,1224,2,6874,0,7690,0,12,0,21,5,17570
50295,MERCY HOSPITAL,2215 TRUXTUN AVENUE,BAKERSFIELD,CA,Kern,93301,(661) 632-5000,0.04%,0.13%,0.01%,0.00%,0.27%,2.11%,0.02%,4,9124,11,8724,6,47594,2,51130,1,368,3,142,27,117082
50292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,CA,Riverside,92555,(951) 486-4000,0.16%,0.00%,0.04%,0.01%,0.50%,1.18%,0.03%,15,9228,0,13027,30,79163,7,87606,1,202,1,85,54,189311
50291,SUTTER SANTA ROSA REGIONAL HOSPITAL,30 MARK WEST SPRINGS ROAD,SANTA ROSA,CA,Sonoma,95403,(707) 576-4000,0.05%,0.04%,0.04%,0.00%,0.00%,0.00%,0.02%,2,4022,2,5051,9,25428,0,30447,0,63,0,98,13,65109
50290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,Los Angeles,90404,(310) 829-5511,0.03%,0.08%,0.03%,0.00%,0.00%,0.00%,0.02%,2,6067,4,4819,16,55890,2,57496,0,103,0,165,24,124540
50289,AHMC SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,San Mateo,94015,(650) 992-4000,0.04%,0.06%,0.04%,0.00%,0.00%,7.69%,0.03%,1,2475,1,1706,8,20681,1,20681,0,1,1,13,12,45557
50283,STANFORD HEALTH CARE - VALLEYCARE,5555 WEST LAS POSITAS BOULEVARD,PLEASANTON,CA,Alameda,94588,(925) 447-7000,0.17%,0.10%,0.07%,0.00%,0.00%,0.00%,0.05%,9,5366,5,4807,21,29102,0,32461,0,62,0,59,35,71857
50281,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,Los Angeles,91801,(626) 570-1606,0.00%,0.00%,0.04%,0.01%,0.00%,0.00%,0.02%,0,2442,0,1276,7,18958,1,18958,0,7,0,38,8,41679
50280,MERCY MEDICAL CENTER REDDING,"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING,CA,Shasta,96001,(530) 225-6102,0.17%,0.10%,0.03%,0.00%,0.00%,1.97%,0.03%,15,9025,7,7223,19,59835,3,65532,0,151,3,152,47,141918
50279,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,San Bernardino,92252,(760) 366-3711,0.00%,0.11%,0.03%,0.00%,0.00%,5.56%,0.03%,0,1963,1,889,2,5838,0,6423,0,2,1,18,4,15133
50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,Los Angeles,91346,(818) 365-8051,0.09%,0.02%,0.01%,0.01%,0.00%,0.99%,0.01%,7,7580,1,5262,6,73076,5,81845,0,360,2,202,21,168325
50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,CA,Contra Costa,94553,(925) 370-5000,0.05%,0.00%,0.01%,0.00%,0.00%,1.39%,0.01%,1,1983,0,1286,4,31017,1,34920,0,19,1,72,7,69297
50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,San Bernardino,92373,(909) 335-5500,0.03%,0.00%,0.03%,0.00%,1.75%,2.13%,0.02%,5,14386,0,5973,14,42465,2,48561,1,57,2,94,24,111536
50262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,Los Angeles,90095,(310) 825-6301,0.24%,0.11%,0.09%,0.01%,1.42%,0.33%,0.07%,55,22749,51,44672,132,145043,12,151832,2,141,1,302,253,364739
50261,SIERRA VIEW MEDICAL CENTER,465 W PUTNAM AVE,PORTERVILLE,CA,Tulare,93257,(559) 784-1110,0.00%,0.12%,0.05%,0.02%,1.59%,0.00%,0.03%,0,3968,2,1627,10,20277,4,23050,1,63,0,1,17,48986
50257,GOOD SAMARITAN HOSPITAL,901 OLIVE DRIVE,BAKERSFIELD,CA,Kern,93308,(661) 399-4461,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.01%,0,726,0,1364,2,6640,0,6640,0,0,0,5,2,15375
50254,MARSHALL MEDICAL CENTER,1100 MARSHALL WAY,PLACERVILLE,CA,El Dorado,95667,(530) 622-1441,0.08%,0.00%,0.03%,0.00%,0.00%,2.04%,0.02%,2,2588,0,1861,5,18517,0,19173,0,6,1,49,8,42194
50248,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,CA,Monterey,93906,(831) 755-4111,0.12%,0.14%,0.03%,0.00%,0.00%,0.00%,0.02%,4,3221,4,2796,9,35429,0,37895,0,35,0,47,17,79423
50245,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,CA,San Bernardino,92324,(909) 580-1000,0.11%,0.04%,0.02%,0.00%,0.00%,0.86%,0.02%,15,13854,4,9505,17,99654,5,105029,0,133,1,116,42,228291
50243,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,Riverside,92262,(760) 323-6511,0.13%,0.12%,0.06%,0.01%,0.00%,1.31%,0.05%,12,9021,10,8092,47,74455,10,86578,0,49,2,153,81,178348
50242,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,CA,Santa Cruz,95065,(831) 462-7700,0.06%,0.10%,0.01%,0.00%,0.00%,1.72%,0.02%,3,5104,7,6738,4,41267,2,42852,0,54,2,116,18,96131
50239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,CA,Los Angeles,91206,(818) 409-8202,0.08%,0.12%,0.02%,0.01%,0.70%,0.96%,0.02%,7,9126,12,9898,16,82269,8,88057,1,142,1,104,45,189596
50238,METHODIST HOSPITAL OF SOUTHERN CA,300 W HUNTINGTON DR,ARCADIA,CA,Los Angeles,91006,(626) 445-4441,0.11%,0.08%,0.04%,0.00%,1.03%,2.68%,0.04%,18,17105,9,11327,26,62956,3,67020,3,291,4,149,63,158848
50236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,2975 N SYCAMORE DR,SIMI VALLEY,CA,Ventura,93065,(805) 955-6000,0.03%,0.04%,0.01%,0.00%,1.41%,3.08%,0.01%,1,3230,1,2665,3,33691,1,34951,1,71,2,65,9,74673
50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,BURBANK,CA,Los Angeles,91505,(818) 843-5111,0.17%,0.11%,0.02%,0.00%,0.00%,0.68%,0.02%,13,7853,9,8462,14,68937,2,73830,0,255,1,146,39,159483
50234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,San Diego,92118,(619) 435-6251,0.07%,0.44%,0.05%,0.01%,0.00%,10.00%,0.06%,1,1467,5,1126,4,8533,1,8533,0,1,1,10,12,19670
50232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,San Luis Obispo,93401,(805) 543-5353,0.10%,0.00%,0.02%,0.00%,0.00%,3.85%,0.02%,2,2092,0,1666,3,18780,0,20582,0,76,2,52,7,43248
50231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,Los Angeles,91767,(909) 865-9500,0.09%,0.10%,0.05%,0.01%,3.77%,3.82%,0.04%,9,9947,8,7673,36,78317,12,99721,4,106,6,157,75,195921
50230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,Orange,92843,(714) 537-5160,0.00%,0.00%,0.02%,0.01%,0.00%,0.00%,0.01%,0,2294,0,1609,3,15948,1,17348,0,11,0,22,4,37232
50228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,1001 POTRERO AVENUE,SAN FRANCISCO,CA,San Francisco,94110,(415) 206-8000,0.28%,0.12%,0.07%,0.00%,4.17%,4.31%,0.06%,34,11936,12,10164,62,86748,2,96086,1,24,5,116,116,205074
50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,Orange,92801,(714) 774-1450,0.08%,0.22%,0.02%,0.00%,0.00%,0.00%,0.03%,3,3848,10,4567,6,34252,1,37161,0,34,0,37,20,79899
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,Orange,92663,(949) 764-4624,0.02%,0.08%,0.02%,0.00%,0.54%,1.24%,0.02%,2,12790,7,9253,29,119577,1,136291,2,367,5,402,46,278680
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,San Diego,91911,(619) 502-5800,0.05%,0.20%,0.01%,0.01%,1.01%,0.68%,0.02%,3,6357,14,6864,10,72877,6,74073,2,199,1,147,36,160517
50211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,Alameda,94501,(510) 522-3700,0.00%,0.17%,0.01%,0.00%,0.00%,0.00%,0.01%,0,1474,2,1168,1,11580,0,11580,0,4,0,1,3,25807
50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,Los Angeles,93552,(661) 382-5000,0.05%,0.00%,0.02%,0.00%,0.00%,0.00%,0.01%,3,5779,0,2797,6,32572,0,34882,0,14,0,72,9,76116
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,San Mateo,94062,(650) 367-5551,0.13%,0.12%,0.03%,0.00%,0.00%,2.33%,0.03%,3,2319,2,1666,6,20389,0,22982,0,57,1,43,12,47456
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,Alameda,94538,(510) 797-1111,0.21%,0.07%,0.05%,0.01%,2.78%,0.00%,0.04%,15,7065,7,9725,29,56455,6,57573,1,36,0,80,58,130934
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,Santa Cruz,95076,(831) 724-4741,0.05%,0.07%,0.03%,0.00%,0.00%,0.00%,0.02%,1,1874,1,1464,4,12206,0,12670,0,9,0,15,6,28238
50192,ADVENTIST HEALTH REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,Fresno,93654,(559) 638-8155,0.00%,0.00%,0.00%,0.00%,2.56%,0.00%,0.01%,0,218,0,574,0,5256,0,8040,1,39,0,0,1,14127
50191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,Los Angeles,90813,(562) 491-9000,0.13%,0.09%,0.03%,0.01%,0.00%,0.00%,0.03%,8,6068,4,4682,16,53201,5,59115,0,73,0,66,33,123205
50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,Contra Costa,94598,(925) 939-3000,0.06%,0.08%,0.04%,0.00%,0.41%,2.04%,0.03%,7,11468,8,10448,36,80269,4,92562,1,244,5,245,61,195236
50179,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,Stanislaus,95382,(209) 667-4200,0.04%,0.14%,0.02%,0.01%,1.43%,2.04%,0.02%,1,2606,3,2121,7,34029,3,36912,1,70,2,98,17,75836
50174,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,SANTA ROSA,CA,Sonoma,95405,(707) 525-5300,0.09%,0.02%,0.01%,0.01%,0.00%,0.92%,0.02%,6,7001,2,9774,9,62406,4,64591,0,30,1,109,22,143911
50169,PIH HEALTH HOSPITAL-WHITTIER,12401 WASHINGTON BLVD,WHITTIER,CA,Los Angeles,90602,(526) 698-0811,0.14%,0.07%,0.05%,0.00%,0.00%,1.57%,0.04%,12,8538,8,10826,37,76907,4,83877,0,244,3,191,64,180583
50168,PROVIDENCE ST. JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,CA,Orange,92835,(714) 992-3000,0.07%,0.06%,0.02%,0.00%,3.00%,5.03%,0.02%,8,10718,6,9617,11,71502,2,73316,3,100,9,179,39,165432
50167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,CA,San Joaquin,95231,(209) 468-6000,0.16%,0.31%,0.01%,0.02%,2.94%,7.41%,0.05%,14,8818,25,8080,3,47927,9,55386,1,34,8,108,60,120353
50159,VENTURA COUNTY MEDICAL CENTER,300 HILLMONT AVENUE,VENTURA,CA,Ventura,93003,(805) 652-6075,0.11%,0.05%,0.04%,0.00%,0.00%,1.92%,0.03%,3,2825,2,3758,15,34195,1,37109,0,82,2,104,23,78073
50158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,Los Angeles,91436,(818) 995-5000,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.02%,0,1476,0,1021,3,5534,0,5534,0,1,0,1,3,13567
50152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,CA,San Francisco,94109,(415) 353-6000,0.03%,0.08%,0.00%,0.01%,0.00%,0.00%,0.01%,1,2859,2,2637,0,17453,1,17453,0,20,0,8,4,40430
50150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,Nevada,95945,(530) 274-6000,0.06%,0.24%,0.06%,0.00%,0.00%,1.85%,0.04%,1,1633,3,1249,9,16143,0,16475,0,20,1,54,14,35574
50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,Los Angeles,90015,(213) 748-2411,0.28%,0.08%,0.02%,0.00%,2.20%,1.16%,0.03%,15,5270,4,4767,16,66729,2,77409,2,91,1,86,40,154352
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,Monterey,93940,(831) 624-5311,0.14%,0.07%,0.06%,0.00%,0.97%,0.72%,0.04%,8,5746,6,8302,36,57858,2,60678,1,103,1,139,54,132826
50140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,San Bernardino,92335,(909) 427-5500,0.09%,0.09%,0.05%,0.01%,0.65%,1.41%,0.04%,21,22985,20,22887,61,128920,8,147101,2,308,4,284,116,322485
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,Los Angeles,90242,(562) 461-6007,0.16%,0.18%,0.04%,0.00%,0.55%,2.40%,0.04%,16,9905,12,6612,25,68701,2,84322,1,183,4,167,60,169890
50138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,Los Angeles,90027,(323) 783-4011,0.16%,0.09%,0.02%,0.00%,0.00%,0.59%,0.02%,20,12624,11,12222,27,112437,3,121360,0,142,1,169,62,258954
50137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,Los Angeles,91402,(818) 375-3333,0.20%,0.19%,0.03%,0.00%,0.00%,1.54%,0.03%,8,3936,7,3694,9,33972,0,41952,0,114,3,195,27,83863
50136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,Sonoma,94954,(707) 778-1111,0.13%,0.09%,0.00%,0.00%,0.00%,0.00%,0.01%,2,1534,1,1085,0,10711,0,11399,0,10,0,9,3,24748
50135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,Los Angeles,90028,(323) 462-2271,0.07%,0.02%,0.01%,0.00%,0.00%,0.00%,0.01%,5,7487,1,5136,4,56168,2,56168,0,0,0,0,12,124959
501340,PEACEHEALTH PEACE ISLAND MEDICAL CENTER,1117 SPRING STREET,FRIDAY HARBOR,WA,San Juan,98250,(360) 378-2141,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,6,0,11,0,294,0,294,0,0,0,0,0,605
501339,WHIDBEYHEALTH MEDICAL CENTER,101 NORTH MAIN STREET,COUPEVILLE,WA,Island,98239,(360) 678-5151,0.11%,0.00%,0.04%,0.00%,0.00%,0.00%,0.03%,1,884,0,580,2,4905,0,5202,0,3,0,13,3,11587
501338,SNOQUALMIE VALLEY HOSPITAL,9801 FRONTIER AVE SE,SNOQUALMIE,WA,King,98065,(425) 831-2300,0.53%,0.07%,0.04%,0.00%,0.00%,0.00%,0.05%,5,951,1,1496,3,8456,0,8456,0,0,0,0,9,19359
501337,LOURDES MEDICAL CENTER,520 N FOURTH AVENUE,PASCO,WA,Franklin,99301,(509) 546-2278,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.01%,0,306,0,195,0,5614,1,5614,0,27,0,2,1,11758
501336,MASON GENERAL HOSPITAL & FAMILY OF CLINICS,901 MT VIEW DRIVE,SHELTON,WA,Mason,98584,(360) 426-1611,0.10%,0.00%,0.02%,0.00%,0.00%,0.00%,0.02%,1,1046,0,603,1,4541,0,4541,0,4,0,2,2,10737
501335,ST ELIZABETH HOSPITAL,1450 BATTERSBY AVENUE,ENUMCLAW,WA,King,98022,(360) 825-2505,0.00%,0.00%,0.02%,0.00%,0.00%,9.09%,0.01%,0,755,0,631,1,5794,0,6354,0,56,1,11,2,13601
501334,LAKE CHELAN COMMUNITY HOSPITAL,503 EAST HIGHLAND,CHELAN,WA,Chelan,98816,(509) 682-3300,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501333,KITTITAS VALLEY COMMUNITY HOSPITAL,603 SOUTH CHESTNUT,ELLENSBURG,WA,Kittitas,98926,(509) 962-9841,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,566,0,124,0,2734,0,0,0,3,0,14,0,3441
501332,TRI-STATE MEMORIAL HOSPITAL,1221 HIGHLAND AVENUE,CLARKSTON,WA,Asotin,99403,(509) 758-5511,0.00%,0.00%,0.11%,0.02%,0.00%,0.00%,0.06%,0,1162,0,156,5,4653,1,4653,0,0,0,15,6,10639
501331,PULLMAN REGIONAL HOSPITAL,835 S BISHOP BLVD,PULLMAN,WA,Whitman,99163,(509) 332-2541,0.00%,0.28%,0.00%,0.00%,0.00%,0.00%,0.01%,0,842,1,354,0,3291,0,3916,0,22,0,9,1,8434
501330,ASTRIA SUNNYSIDE HOSPITAL,1016 TACOMA AVENUE,SUNNYSIDE,WA,Yakima,98944,(509) 837-1500,0.00%,0.11%,0.05%,0.00%,0.00%,0.00%,0.03%,0,2178,1,893,3,5855,0,6357,0,17,0,7,4,15307
50133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,Yuba,95901,(530) 749-4300,0.05%,0.00%,0.01%,0.00%,0.00%,0.90%,0.01%,5,9179,0,8796,8,61154,2,65172,0,20,1,111,16,144432
501329,PEACEHEALTH UNITED GENERAL MEDICAL CENTER,2000 HOSPITAL DRIVE,SEDRO WOOLLEY,WA,Skagit,98284,(360) 856-6021,0.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,1,344,0,1224,0,5026,0,5026,0,0,0,4,1,11624
501328,MID VALLEY HOSPITAL,810 JASMINE STREET,OMAK,WA,Okanogan,98841,(509) 826-1760,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,638,0,94,0,2361,0,2741,0,1,0,11,0,5846
501327,WHITMAN HOSPITAL AND MEDICAL CENTER,1200 WEST FAIRVIEW,COLFAX,WA,Whitman,99111,(509) 397-3435,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.03%,0,0,0,0,2,2867,0,2935,0,0,0,0,2,5802
501326,PROVIDENCE MOUNT CARMEL HOSPITAL,982 EAST COLUMBIA,COLVILLE,WA,Stevens,99114,(509) 684-2561,0.00%,0.17%,0.00%,0.02%,0.00%,0.00%,0.02%,0,772,1,589,0,4894,1,4894,0,0,0,9,2,11158
501325,FORKS COMMUNITY HOSPITAL,530 BOGACHIEL WAY,FORKS,WA,Clallam,98331,(360) 374-6271,0.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,1,151,0,29,0,1219,0,0,0,0,0,0,1,1399
501324,THREE RIVERS HOSPITAL,507 HOSPITAL WAY,BREWSTER,WA,Okanogan,98812,(509) 689-2517,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,69,0,1,0,965,0,0,0,2,0,0,0,1037
501323,JEFFERSON HEALTHCARE,834 SHERIDAN STREET,PORT TOWNSEND,WA,Jefferson,98368,(360) 385-2200,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.01%,0,571,0,365,1,4265,0,4271,0,3,0,16,1,9491
501322,FERRY COUNTY MEMORIAL HOSPITAL,36 KLONDIKE ROAD,REPUBLIC,WA,Ferry,99166,(509) 775-3333,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,396,0,0,0,0,0,0,0,396
501321,NORTH VALLEY HOSPITAL,203 SOUTH WESTERN,TONASKET,WA,Okanogan,98855,(509) 486-2151,0.32%,0.00%,0.08%,0.00%,0.00%,0.00%,0.10%,1,316,0,84,2,2551,0,0,0,0,0,0,3,2951
501320,QUINCY VALLEY MEDICAL CENTER,908 10TH AVENUE SOUTHWEST,QUINCY,WA,Grant,98848,(509) 787-3531,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,6,0,22,0,190,0,190,0,0,0,0,0,408
50132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,Los Angeles,91776,(626) 289-5454,0.11%,0.14%,0.05%,0.00%,0.00%,0.00%,0.03%,5,4444,3,2101,15,31957,1,37327,0,115,0,24,24,75968
501319,ARBOR HEALTH MORTON HOSPITAL,521 ADAMS STREET,MORTON,WA,Lewis,98356,(360) 496-5112,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.01%,0,157,0,285,1,4017,0,4017,0,0,0,3,1,8479
501318,OTHELLO COMMUNITY HOSPITAL,315 NORTH 14TH AVENUE,OTHELLO,WA,Adams,99344,(509) 488-2636,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,84,0,0,0,890,0,0,0,0,0,0,0,974
501317,COLUMBIA BASIN HOSPITAL,200 NAT WASHINGTON WAY,EPHRATA,WA,Grant,98823,(509) 754-4631,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,246,0,41,0,3374,0,494,0,0,0,0,0,4155
501316,KLICKITAT VALLEY HOSPITAL,310 SOUTH ROOSEVELT ST,GOLDENDALE,WA,Klickitat,98620,(509) 773-4022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,78,0,19,0,997,0,997,0,0,0,0,0,2091
501315,SKYLINE HOSPITAL,211 SKYLINE DRIVE,WHITE SALMON,WA,Klickitat,98672,(509) 491-1101,0.49%,0.00%,0.05%,0.00%,0.00%,0.00%,0.05%,1,203,0,153,1,2015,0,2015,0,0,0,0,2,4386
501314,OCEAN BEACH HOSPITAL,174 FIRST AVENUE NORTH,ILWACO,WA,Pacific,98624,(360) 642-3181,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.03%,0,303,0,300,0,1674,0,744,0,0,1,5,1,3026
501313,CASCADE MEDICAL CENTER,817 COMMERCIAL STREET,LEAVENWORTH,WA,Chelan,98826,(509) 548-5815,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501312,PROSSER MEMORIAL HOSPITAL,723 MEMORIAL STREET,PROSSER,WA,Benton,99350,(509) 786-2222,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.01%,0,359,0,778,1,4268,0,4968,0,0,0,0,1,10373
501311,EAST ADAMS RURAL HOSPITAL,903 SOUTH ADAMS,RITZVILLE,WA,Adams,99169,(509) 659-1200,0.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,1,256,0,0,0,1235,0,0,0,0,0,0,1,1491
501310,NEWPORT COMMUNITY HOSPITAL,714 WEST PINE STREET,NEWPORT,WA,Pend Oreille,99156,(509) 447-2441,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,2651,0,0,0,0,0,0,0,2651
50131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,Marin,94945,(415) 209-1300,0.00%,0.00%,0.00%,0.00%,0.00%,7.14%,0.01%,0,634,0,781,0,6823,0,6823,0,3,1,14,1,15078
501309,PROVIDENCE ST JOSEPH HOSPITAL,500 EAST WEBSTER,CHEWELAH,WA,Stevens,99109,(509) 935-8211,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,197,0,153,0,2390,0,2390,0,0,0,0,0,5130
501308,COULEE MEDICAL CENTER,411 FORTUYN ROAD,GRAND COULEE,WA,Grant,99133,(509) 633-1753,0.34%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,4,1190,0,170,0,6451,0,0,0,0,0,3,4,7814
501307,ODESSA MEMORIAL HEALTHCARE CENTER,502 E AMENDE DRIVE,ODESSA,WA,Lincoln,99159,(509) 982-2611,2.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,1,35,0,64,0,6712,0,6712,0,0,0,0,1,13523
501305,LINCOLN HOSPITAL,10 NICHOLS STREET,DAVENPORT,WA,Lincoln,99122,(509) 725-7101,0.44%,0.00%,0.11%,0.00%,0.00%,0.00%,0.16%,1,225,0,169,1,874,0,0,0,0,0,0,2,1268
501304,SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT,600 EAST MAIN STREET,ELMA,WA,Grays Harbor,98541,(360) 346-2222,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.02%,0,0,0,0,1,2307,0,2307,0,0,0,0,1,4614
501303,WILLAPA HARBOR HOSPITAL,800 ALDER STREET,SOUTH BEND,WA,Pacific,98586,(360) 875-5526,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,25,0,6,0,135,0,135,0,0,0,0,0,301
